"","record_id","treatment_arm","taco_choice","meat_select","chicken_select","age","gender","county_name","state","location","dob","times_visited_chipotle_past_month","ffq_cow_freq","ffq_pig_freq","ffq_attn_freq","ffq_hen_freq","ffq_pb_freq","ffq_fish_freq","ffq_dairy_freq","ffq_eggs_freq","opted_out_all","merged_protein","other_meat_select","block_order","block_order_pre_tacos","bev_type","purpose_guess","education","ethnicity","attention_check","tortilla_type","no_toppings","has_dairy","regular_toppings","premium_toppings","political_party","time_elapsed"
"4060",6309,"1","Veggies (includes guacamole)",0,0,56,"Male","Multnomah","OR38","Multnomah, OR",1969,0,2,1,7,3,3,3,4,2,NA,7,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Tractor organic black tea","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",7,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Roasted chili corn salsa + Sour cream + Cheese","No premium toppings","Independent",158
"4061",6310,"3","Beef barbacoa",1,0,64,"Male","Austin","TX44","Austin, TX",1961,2,1,1,7,2,4,4,3,2,NA,3,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Apple juice","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Caucasian",3,"Crispy corn tortillas",FALSE,FALSE,"White rice","Guacamole","Republican",319
"4062",6311,"3","Chicken",1,1,35,"Female","Alameda","CA05","Alameda, CA",1990,5,3,1,7,3,5,3,3,4,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Organic berry agua fresca","Learning whether older people are more likely to select high calorie toppings","More than 4-year college degree","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"Roasted chili corn salsa","Queso blanco","Republican",272
"4063",6312,"2","Chicken",1,1,34,"Male","Wyoming","NY33","Wyoming, NY",1991,5,2,2,7,2,2,2,2,2,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Organic watermelon limeade","Learning how fine-point pen options affect the type of paper people choose","More than 4-year college degree","Caucasian",1,"Crispy corn tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Sour cream","Guacamole","Republican",212
"4064",6313,"2","Chicken",1,1,61,"Male","St. Lawrence","NY33","St. Lawrence, NY",1964,1,2,1,3,3,1,4,3,2,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Pen-Shirt","Organic lemonade","Learning how many color options to provide across different products","4-year college graduate","South Asian",1,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Tomatillo red chili salsa + Fajita veggies + Romaine lettuce","No premium toppings","Independent",326
"4065",6314,"3","Steak",1,0,28,"Male","Austin","TX44","Austin, TX",1997,3,3,2,7,2,1,2,3,4,NA,2,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Fountain drink","Learning how solid color options affect the shirts people choose","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Tomatillo red chili salsa + Sour cream + Cheese + Romaine lettuce","Guacamole + Queso blanco","Independent",194
"4066",6315,"1","Steak",1,0,37,"Female","Vanderburgh","IN15","Vanderburgh, IN",1988,0,1,1,7,3,1,1,7,3,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Shirt-Pen","Mexican Coca-Cola","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",2,"Crispy corn tortillas",FALSE,FALSE,"Fresh tomato salsa + Tomatillo green chili salsa + Romaine lettuce","Guacamole","Independent",336
"4067",6316,"3","Steak",1,0,36,"Male","Walworth","WI50","Walworth, WI",1989,0,3,2,7,4,3,1,4,3,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo red chili salsa + Cheese","Queso blanco","Independent",141
"4068",6317,"2","Steak",1,0,31,"Male","Larimer","CO06","Larimer, CO",1994,2,5,2,7,2,1,1,5,3,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Bottled water","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,FALSE,"White rice + Black beans + Fresh tomato salsa + Cheese","Guacamole","Democrat",88
"4069",6318,"3","Veggies (includes guacamole)",0,0,40,"Female","Palm Beach","FL10","Palm Beach, FL",1985,5,2,1,7,4,1,2,6,7,NA,7,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Organic watermelon limeade","Learning how many color options to provide across different products","4-year college graduate","Caucasian",7,"No tortillas",FALSE,TRUE,"White rice + Roasted chili corn salsa + Sour cream + Cheese + Romaine lettuce","Guacamole","Independent",287
"4070",6319,"2","Chicken",1,1,23,"Male","Christian","IL14","Christian, IL",2002,2,2,2,7,3,3,3,3,3,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Organic watermelon limeade","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Black/African American",1,"Crispy corn tortillas",FALSE,FALSE,"White rice + Brown rice + Black beans + Pinto beans + Fresh tomato salsa","Guacamole","Republican",224
"4071",6320,"3","Carnitas",1,0,51,"Male","Orange","CA05","Orange, CA",1974,2,2,3,7,4,2,3,3,4,NA,4,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Organic lemonade","Learning how color preference relates to food preference","Some college or 2-year degree","Hispanic",4,"Soft flour tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Republican",194
"4072",6321,"3","Carnitas",1,0,57,"Male","Los Angeles","CA05","Los Angeles, CA",1968,1,4,2,7,2,1,2,7,3,NA,4,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","Organic watermelon limeade","Learning how color preference relates to food preference","4-year college graduate","Caucasian",4,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Fajita veggies + Cheese","Guacamole","Independent",175
"4073",6322,"1","Chicken",1,1,40,"Female","Cook","IL14","Cook, IL",1985,0,3,1,7,3,1,1,4,3,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Bottled water","Learning whether older people are more likely to select high calorie toppings","More than 4-year college degree","Black/African American",1,"Crispy corn tortillas",FALSE,TRUE,"Tomatillo red chili salsa","Queso blanco","Republican",365
"4074",6324,"3","Chicken",1,1,59,"Female","Utah","UT45","Utah, UT",1966,5,1,1,3,7,4,3,3,7,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Organic watermelon limeade","Learning whether older people are more likely to select high calorie toppings","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"Brown rice","Guacamole","Republican",227
"4075",6325,"1","Steak",1,0,35,"Male","Orange","CA05","Orange, CA",1990,0,3,3,7,3,3,2,4,2,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Mexican Coca-Cola","Learning how color preference relates to food preference","4-year college graduate","Middle Eastern",2,"Soft flour tortillas",FALSE,TRUE,"Black beans + Roasted chili corn salsa + Sour cream + Fajita veggies + Cheese","Guacamole","Independent",127
"4076",6326,"2","Chicken",1,1,37,"Male","Hennepin","MN24","Hennepin, MN",1988,0,3,3,7,4,5,1,5,4,NA,1,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","No beverage","Learning how many color options to provide across different products","4-year college graduate","Southeast Asian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Tomatillo green chili salsa + Fajita veggies + Cheese","No premium toppings","Democrat",175
"4077",6327,"3","Beef barbacoa",1,0,31,"Female","New Haven","CT07","New Haven, CT",1994,3,4,3,7,3,1,1,3,2,NA,3,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",3,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Fajita veggies","Guacamole","Independent",1098
"4078",6328,"3","Steak",1,0,20,"Female","Lake","IL14","Lake, IL",2005,10,4,1,7,4,1,1,6,5,NA,2,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Fountain drink","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"Sour cream + Cheese + Romaine lettuce","No premium toppings","Independent",131
"4079",6329,"3","Beef barbacoa",1,0,24,"Female","Boone","KY18","Boone, KY",2001,3,3,3,7,5,1,1,6,2,NA,3,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",3,"Soft flour tortillas",FALSE,TRUE,"White rice + Fresh tomato salsa + Roasted chili corn salsa + Sour cream + Cheese","Guacamole","Republican",105
"4080",6330,"2","Chicken",1,1,24,"Male","Arapahoe","CO06","Arapahoe, CO",2001,0,1,2,7,4,3,3,4,1,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Fountain drink","Learning whether older people are more likely to select high calorie toppings","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Tomatillo red chili salsa + Sour cream + Cheese","No premium toppings","Independent",291
"4081",6331,"3","Veggies (includes guacamole)",0,0,48,"Female","Lake","IL14","Lake, IL",1977,0,1,1,7,1,4,1,6,2,NA,7,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Organic watermelon limeade","Learning how color preference relates to food preference","4-year college graduate","Caucasian",5,"Crispy corn tortillas",FALSE,TRUE,"Black beans + Tomatillo red chili salsa + Sour cream + Cheese + Romaine lettuce","Guacamole + Queso blanco","Independent",173
"4082",6332,"3","Steak",1,0,39,"Female","Rockingham","VA47","Rockingham, VA",1986,0,2,2,7,2,1,1,2,2,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Cheese + Romaine lettuce","No premium toppings","Republican",105
"4083",6333,"3","Sofritas (plant-based protein)",0,0,31,"Female","Macomb","MI23","Macomb, MI",1994,1,2,2,7,4,3,2,5,2,NA,5,0,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Fountain drink","Learning how color preference relates to food preference","4-year college graduate","Caucasian",5,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","No premium toppings","Republican",141
"4084",6334,"1","Steak",1,0,32,"Male","Hendricks","IN15","Hendricks, IN",1993,2,3,3,3,2,1,1,6,2,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Bottled water","Learning how many color options to provide across different products","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Cheese + Romaine lettuce","Queso blanco","Republican",181
"4085",6335,"1","Veggies (includes guacamole)",0,0,45,"Female","Alameda","CA05","Alameda, CA",1980,0,1,1,7,1,5,1,1,3,NA,7,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Bottled water","Learning how many color options to provide across different products","4-year college graduate","Caucasian",7,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Pinto beans + Fresh tomato salsa + Tomatillo green chili salsa + Romaine lettuce","No premium toppings","Democrat",214
"4086",6336,"1","Beef barbacoa",1,0,54,"Female","Kane","IL14","Kane, IL",1971,2,3,3,7,4,3,3,5,3,NA,3,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Organic mandarin agua fresca","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Southeast Asian",3,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Tomatillo green chili salsa + Fajita veggies + Cheese + Romaine lettuce","No premium toppings","Independent",258
"4087",6337,"3","Chicken",1,1,61,"Male","Contra Costa","CA05","Contra Costa, CA",1964,0,1,1,7,3,2,2,1,1,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Mexican Coca-Cola","Learning how many color options to provide across different products","Some college or 2-year degree","East Asian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Tomatillo green chili salsa + Tomatillo red chili salsa + Fajita veggies","Guacamole","Republican",295
"4088",6338,"1","Veggies (includes guacamole)",0,0,26,NA,"Huntington","IN15","Huntington, IN",1999,0,4,6,3,5,2,1,5,4,NA,7,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","No beverage","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",7,"Crispy corn tortillas",FALSE,TRUE,"White rice + Pinto beans + Tomatillo green chili salsa + Tomatillo red chili salsa + Fajita veggies","Queso blanco","Other",184
"4089",6339,"3","Chicken",1,1,28,"Female","Marion","WV49","Marion, WV",1997,0,3,4,7,4,1,1,4,4,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Organic berry agua fresca","Learning how t-shirt size is related to beverage preference","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo green chili salsa + Sour cream","No premium toppings","Democrat",186
"4090",6340,"1","Steak",1,0,30,"Female","Orange","CA05","Orange, CA",1995,0,1,3,3,2,1,4,4,1,NA,2,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","No beverage","Learning whether older people are more likely to select high calorie toppings","More than 4-year college degree","Southeast Asian",2,"No tortillas",FALSE,TRUE,"White rice + Black beans + Roasted chili corn salsa + Sour cream + Cheese","No premium toppings","Democrat",104
"4091",6341,"1","Veggies (includes guacamole)",0,0,47,"Male","Warren","KY18","Warren, KY",1978,1,1,1,7,5,1,1,6,2,NA,7,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","No beverage","Learning how color preference relates to food preference","More than 4-year college degree","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole + Queso blanco","Democrat",144
"4092",6342,"1","Veggies (includes guacamole)",0,0,27,NA,"Cook","IL14","Cook, IL",1998,0,1,1,3,3,1,1,6,6,NA,7,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Organic mandarin agua fresca","Learning how plant-based protein options affect the foods people choose","More than 4-year college degree","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"White rice + Pinto beans + Tomatillo green chili salsa + Fajita veggies","Queso blanco","Independent",104
"4093",6343,"1","Chicken",1,1,26,"Female","Marshall","TN43","Marshall, TN",1999,3,4,4,7,4,5,4,4,4,NA,1,0,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Apple juice","Learning how many color options to provide across different products","4-year college graduate","Black/African American",1,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Cheese","Guacamole","Republican",2734
"4094",6344,"1","Chicken",1,1,43,"Female","Maricopa","AZ03","Maricopa, AZ",1982,1,2,2,7,3,1,2,2,3,NA,1,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Organic watermelon limeade","Learning how color preference relates to food preference","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Fresh tomato salsa + Sour cream + Fajita veggies","Guacamole","Democrat",127
"4095",6345,"1","Carnitas",1,0,55,"Male","Pine","MN24","Pine, MN",1970,3,2,1,7,3,1,1,3,5,NA,4,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","No beverage","Learning how t-shirt size is related to beverage preference","More than 4-year college degree","Caucasian",4,"Soft flour tortillas",FALSE,FALSE,"White rice + Brown rice + Black beans + Roasted chili corn salsa + Cheese","Guacamole","Democrat",153
"4096",6346,"2","Chicken",1,1,41,"Male","Johnston","NC34","Johnston, NC",1984,0,2,3,7,4,1,2,4,4,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Bottled water","Learning how color preference relates to food preference","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Roasted chili corn salsa + Sour cream + Cheese","Guacamole","Republican",185
"4097",6347,"2","Sofritas (plant-based protein)",0,0,36,"Male","Ramsey","MN24","Ramsey, MN",1989,0,1,1,7,1,6,1,1,1,NA,5,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Grapefruit Izze","Learning how color preference relates to food preference","More than 4-year college degree","Caucasian",5,"No tortillas",FALSE,FALSE,"Brown rice + Black beans + Fresh tomato salsa + Roasted chili corn salsa + Tomatillo green chili salsa","No premium toppings","Democrat",145
"4098",6348,"2","Steak",1,0,42,"Male","Brazoria","TX44","Brazoria, TX",1983,0,4,2,3,2,1,1,4,4,NA,2,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Bottled water","Learning how many color options to provide across different products","More than 4-year college degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Cheese","Queso blanco","Independent",127
"4099",6349,"2","Steak",1,0,40,"Female","Monroe","FL10","Monroe, FL",1985,0,5,3,7,6,2,4,4,5,NA,2,1,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic lemonade","Learning how many color options to provide across different products","More than 4-year college degree","Black/African American",2,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo red chili salsa + Sour cream + Romaine lettuce","Queso blanco","Republican",875
"4100",6350,"2","Veggies (includes guacamole)",0,0,44,"Female","Bexar","TX44","Bexar, TX",1981,0,3,1,7,2,1,2,1,1,NA,7,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","Organic watermelon limeade","Learning how color preference relates to food preference","4-year college graduate","Multi-ethnic",7,"Soft flour tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Tomatillo green chili salsa + Fajita veggies + Romaine lettuce","Guacamole","Independent",153
"4101",6351,"3","Steak",1,0,67,"Female","St. Louis","MO26","St. Louis, MO",1958,0,2,1,7,2,1,2,6,1,NA,2,1,"q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper","None","Organic berry agua fresca","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Fajita veggies + Romaine lettuce","Guacamole + Queso blanco","Democrat",153
"4102",6352,"3","I would not order any of these fillings.",NA,0,54,"Female","Berkeley","SC41","Berkeley, SC",1971,0,2,3,7,3,1,4,5,3,"My preferred meal would be something with a different kind of meat",97,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Organic berry agua fresca","Learning how plant-based protein options affect the foods people choose","Some college or 2-year degree","Black/African American",97,NA,FALSE,FALSE,"","","Independent",305
"4103",6353,"2","Chicken",1,1,28,"Female","Richmond","NY33","Richmond, NY",1997,2,1,4,7,3,1,2,5,2,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Mexican Coca-Cola","Learning how many color options to provide across different products","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Roasted chili corn salsa + Fajita veggies + Cheese","Queso blanco","Democrat",159
"4104",6354,"1","Chicken",1,1,39,"Male","Douglas","NE28","Douglas, NE",1986,0,4,3,7,5,2,2,7,4,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Organic watermelon limeade","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Guacamole","Independent",190
"4105",6355,"1","Steak",1,0,49,"Male","Luzerne","PA39","Luzerne, PA",1976,2,4,3,3,4,1,1,4,2,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Organic watermelon limeade","Learning how color preference relates to food preference","Some college or 2-year degree","Multi: Caucasian + Native American",2,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Fresh tomato salsa + Sour cream + Cheese + Romaine lettuce","Queso blanco","Republican",123
"4106",6356,"1","Beef barbacoa",1,0,23,"Male","Middlesex","NJ31","Middlesex, NJ",2002,9,4,2,7,1,5,7,4,5,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Apple juice","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Black/African American",3,"Soft flour tortillas",FALSE,TRUE,"Pinto beans + Roasted chili corn salsa + Tomatillo green chili salsa + Sour cream + Cheese","No premium toppings","Republican",635
"4107",6357,"1","Carnitas",1,0,33,"Female","Choctaw","OK37","Choctaw, OK",1992,4,5,5,7,5,2,2,5,4,NA,4,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Fountain drink","Learning how color preference relates to food preference","Some college or 2-year degree","Caucasian",4,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Cheese","Queso blanco","Democrat",112
